Order_ID,Order_Date,Shipping_Date,Customer_Segment,Product_Category,Quantity,Sales_USD,Shipping_Cost_USD,Delivery_Time_Days,Estimated_Delivery_Days,Distance_KM,Warehouse_Code,Region,Shipping_Mode,Delivery_Status,Customer_Rating,Order_Processing_Days,Shipping_Delay_Days,Is_Delayed,Cost_Per_Unit,Cost_Per_KM,Speed_Index_KMPD,Enc_Shipping_Mode_Express Air,Enc_Shipping_Mode_Ground Freight,Enc_Shipping_Mode_Same-Day Courier,Enc_Shipping_Mode_Standard Delivery,Enc_Customer_Segment_Consumer,Enc_Customer_Segment_Corporate,Enc_Customer_Segment_Home Office,Enc_Customer_Segment_Small Business,Enc_Region_Central,Enc_Region_East,Enc_Region_North,Enc_Region_South,Enc_Region_West,Norm_Quantity,Norm_Sales_USD,Norm_Shipping_Cost_USD,Norm_Delivery_Time_Days,Norm_Distance_KM,Norm_Cost_Per_Unit,Norm_Cost_Per_KM
ORD-2024-1010,2024-01-28,2024-01-30,Consumer,Electronics,4,1220.62,50.74,5.3,5,807.6,WH-North,North,Standard Delivery,Delivered,5.0,2,0.3,1,12.68,0.0628,152.38,0,0,0,1,1,0,0,0,0,0,1,0,0,0.038,0.5575,0.1899,0.4344,0.3993,0.0449,0.0239
ORD-2024-1147,2024-06-20,2024-06-24,Corporate,Electronics,5,1554.12,71.13,7.8,7,612.9,WH-West,East,Ground Freight,Delayed,3.0,4,0.8,1,14.23,0.1161,78.58,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0506,0.7137,0.2805,0.6606,0.2909,0.0517,0.0495
ORD-2024-1538,2024-05-07,2024-05-11,Corporate,Electronics,1,230.65,185.97,2.9,2,1454.0,WH-South,North,Express Air,Delivered,5.0,4,0.9,1,185.97,0.1279,501.38,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.094,0.7907,0.2172,0.7591,0.7959,0.0552
ORD-2024-2033,2024-03-28,2024-03-30,Consumer,Electronics,4,985.39,62.48,5.2,5,953.0,WH-South,South,Standard Delivery,Delivered,4.0,2,0.2,1,15.62,0.0656,183.27,0,0,0,1,1,0,0,0,0,0,0,1,0,0.038,0.4474,0.2421,0.4253,0.4802,0.0577,0.0252
ORD-2024-1818,2024-04-03,2024-04-06,Consumer,Electronics,8,99.9,233.07,3.3,1,1010.3,WH-North,West,Same-Day Courier,Delivered,5.0,3,2.3,1,29.13,0.2307,306.15,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0886,0.0327,1.0,0.2534,0.5121,0.1162,0.1048
ORD-2024-1344,2024-01-24,2024-01-25,Consumer,Apparel,8,460.84,177.19,1.0,1,603.5,WH-South,East,Same-Day Courier,Delivered,4.0,1,0.0,0,22.15,0.2936,603.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0886,0.2018,0.7517,0.0452,0.2857,0.086,0.1351
ORD-2024-1506,2024-03-05,2024-03-07,Small Business,Healthcare Supplies,15,1431.25,233.07,3.4,2,1076.1,WH-Central,Central,Express Air,Delivered,3.0,2,1.4,1,15.54,0.2166,316.5,1,0,0,0,0,0,0,1,1,0,0,0,0,0.1772,0.6561,1.0,0.2624,0.5487,0.0573,0.098
ORD-2024-1163,2024-04-21,2024-04-24,Corporate,Electronics,2,554.36,54.6,4.4,5,983.3,WH-Central,West,Standard Delivery,Delivered,5.0,3,-0.6,0,27.3,0.0555,223.48,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0127,0.2455,0.207,0.3529,0.4971,0.1083,0.0203
ORD-2024-1780,2024-04-07,2024-04-11,Corporate,Electronics,1,285.38,123.99,2.4,2,669.4,WH-South,East,Express Air,Delivered,5.0,4,0.4,1,123.99,0.1852,278.92,1,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.1196,0.5154,0.1719,0.3224,0.5273,0.0829
ORD-2024-1533,2024-05-20,2024-05-22,Corporate,Industrial Machinery,2,2165.61,43.03,7.0,7,222.8,WH-North,North,Ground Freight,Delivered,4.0,2,0.0,0,21.52,0.1931,31.83,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0127,1.0,0.1556,0.5882,0.0738,0.0832,0.0867
ORD-2024-1680,2024-01-20,2024-01-21,Home Office,Industrial Machinery,1,1404.92,74.0,5.7,5,1333.9,WH-West,North,Standard Delivery,Delivered,4.0,1,0.7,1,74.0,0.0555,234.02,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.6438,0.2932,0.4706,0.6922,0.3107,0.0203
ORD-2024-1731,2024-03-19,2024-03-21,Home Office,Apparel,1,56.0,43.67,5.3,5,580.2,WH-East,East,Standard Delivery,Delivered,3.0,2,0.3,1,43.67,0.0753,109.47,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.0122,0.1585,0.4344,0.2727,0.1792,0.0299
ORD-2024-2170,2024-04-20,2024-04-24,Corporate,Electronics,2,505.75,54.75,4.2,5,941.6,WH-Central,North,Standard Delivery,Delivered,5.0,4,-0.8,0,27.38,0.0581,224.19,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0127,0.2228,0.2077,0.3348,0.4739,0.1086,0.0216
ORD-2024-1447,2024-02-25,2024-02-26,Home Office,Electronics,1,291.49,133.66,1.5,2,860.5,WH-South,East,Express Air,Delivered,5.0,1,-0.5,0,133.66,0.1553,573.67,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.1225,0.5583,0.0905,0.4287,0.5692,0.0684
ORD-2024-1405,2024-03-10,2024-03-14,Home Office,Healthcare Supplies,2,211.11,88.6,7.2,7,1021.6,WH-North,North,Ground Freight,Delivered,5.0,4,0.2,1,44.3,0.0867,141.89,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0127,0.0848,0.3581,0.6063,0.5184,0.182,0.0354
ORD-2024-1244,2024-04-05,2024-04-08,Consumer,Industrial Machinery,5,2165.61,192.59,4.1,2,1389.2,WH-East,East,Express Air,Delivered,4.0,3,2.1,1,38.52,0.1386,338.83,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0506,1.0,0.8201,0.3258,0.723,0.1569,0.0604
ORD-2024-1428,2024-06-12,2024-06-14,Consumer,Electronics,1,303.71,168.24,2.7,2,1380.2,WH-South,West,Express Air,Delivered,4.0,2,0.7,1,168.24,0.1219,511.19,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1282,0.712,0.1991,0.718,0.7191,0.0523
ORD-2024-1814,2024-04-03,2024-04-07,Home Office,Electronics,5,1123.54,97.08,6.6,5,1709.2,WH-North,North,Standard Delivery,Delivered,3.0,4,1.6,1,19.42,0.0568,258.97,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0506,0.5121,0.3958,0.552,0.9011,0.0741,0.021
ORD-2024-1135,2024-01-07,2024-01-08,Consumer,Office Supplies,1,37.36,75.31,6.7,5,1619.0,WH-Central,West,Standard Delivery,Delivered,4.0,1,1.7,1,75.31,0.0465,241.64,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0035,0.2991,0.5611,0.8509,0.3163,0.016
ORD-2024-1327,2024-06-28,2024-06-29,Corporate,Industrial Machinery,4,2165.61,50.13,6.3,5,660.5,WH-South,North,Standard Delivery,Delayed,2.0,1,1.3,1,12.53,0.0759,104.84,0,0,0,1,0,1,0,0,0,0,1,0,0,0.038,1.0,0.1872,0.5249,0.3174,0.0443,0.0302
ORD-2024-1745,2024-01-10,2024-01-13,Home Office,Industrial Machinery,5,2165.61,157.58,3.9,2,1088.1,WH-East,North,Express Air,Delivered,5.0,3,1.9,1,31.52,0.1448,279.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0506,1.0,0.6646,0.3077,0.5554,0.1266,0.0634
ORD-2024-1650,2024-03-24,2024-03-27,Consumer,Industrial Machinery,4,2165.61,184.61,1.4,2,1066.4,WH-North,East,Express Air,Delivered,5.0,3,-0.6,0,46.15,0.1731,761.71,1,0,0,0,1,0,0,0,0,1,0,0,0,0.038,1.0,0.7847,0.0814,0.5433,0.19,0.077
ORD-2024-2138,2024-02-19,2024-02-20,Corporate,Apparel,1,71.75,173.43,5.5,2,1477.2,WH-North,South,Express Air,Delayed,2.0,1,3.5,1,173.43,0.1174,268.58,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0196,0.735,0.4525,0.772,0.7415,0.0502
ORD-2024-1919,2024-01-29,2024-01-30,Consumer,Office Supplies,3,110.78,116.64,1.5,2,548.8,WH-West,North,Express Air,Delivered,5.0,1,-0.5,0,38.88,0.2125,365.87,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0253,0.0378,0.4827,0.0905,0.2552,0.1585,0.096
ORD-2024-2214,2024-05-17,2024-05-20,Corporate,Industrial Machinery,5,2165.61,67.71,6.1,7,516.9,WH-East,Central,Ground Freight,Delivered,5.0,3,-0.9,0,13.54,0.131,84.74,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0506,1.0,0.2653,0.5068,0.2375,0.0487,0.0567
ORD-2024-1398,2024-03-10,2024-03-14,Home Office,Apparel,2,115.47,46.81,5.8,5,602.5,WH-West,South,Standard Delivery,Delivered,4.0,4,0.8,1,23.4,0.0777,103.88,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0127,0.04,0.1724,0.4796,0.2851,0.0914,0.031
ORD-2024-1331,2024-06-25,2024-06-26,Home Office,Office Supplies,3,130.29,34.25,5.1,5,381.0,WH-North,West,Standard Delivery,Delivered,5.0,1,0.1,1,11.42,0.0899,74.71,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0253,0.047,0.1166,0.4163,0.1619,0.0395,0.0369
ORD-2024-1158,2024-01-20,2024-01-22,Consumer,Industrial Machinery,5,2165.61,60.99,4.5,5,931.1,WH-East,North,Standard Delivery,Delivered,4.0,2,-0.5,0,12.2,0.0655,206.91,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0506,1.0,0.2354,0.362,0.468,0.0429,0.0252
ORD-2024-1140,2024-03-30,2024-04-02,Small Business,Electronics,5,1374.25,99.32,3.9,2,425.8,WH-West,South,Express Air,Delayed,3.0,3,1.9,1,19.86,0.2333,109.18,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0506,0.6295,0.4057,0.3077,0.1868,0.0761,0.106
ORD-2024-1259,2024-02-15,2024-02-19,Consumer,Apparel,3,177.76,68.49,6.8,7,757.1,WH-North,North,Ground Freight,Delivered,4.0,4,-0.2,0,22.83,0.0905,111.34,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0253,0.0692,0.2688,0.5701,0.3712,0.0889,0.0372
ORD-2024-1339,2024-02-18,2024-02-22,Consumer,Apparel,3,243.13,64.77,6.1,5,987.9,WH-North,South,Standard Delivery,Delayed,2.0,4,1.1,1,21.59,0.0656,161.95,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0253,0.0998,0.2522,0.5068,0.4996,0.0836,0.0252
ORD-2024-1994,2024-02-02,2024-02-03,Consumer,Apparel,3,195.0,49.81,3.4,5,634.6,WH-North,West,Standard Delivery,Delivered,4.0,1,-1.6,0,16.6,0.0785,186.65,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0253,0.0773,0.1858,0.2624,0.303,0.0619,0.0314
ORD-2024-1701,2024-05-16,2024-05-17,Consumer,Electronics,3,780.27,66.82,4.7,5,1089.4,WH-East,East,Standard Delivery,Delivered,4.0,1,-0.3,0,22.27,0.0613,231.79,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0253,0.3513,0.2613,0.3801,0.5561,0.0865,0.0231
ORD-2024-2105,2024-04-09,2024-04-13,Consumer,Electronics,8,2165.61,66.22,5.4,5,816.6,WH-North,North,Standard Delivery,Delivered,4.0,4,0.4,1,8.28,0.0811,151.22,0,0,0,1,1,0,0,0,0,0,1,0,0,0.0886,1.0,0.2587,0.4434,0.4043,0.0259,0.0327
ORD-2024-1424,2024-01-31,2024-02-01,Consumer,Apparel,1,60.48,39.27,6.1,5,570.1,WH-Central,South,Standard Delivery,Delivered,4.0,1,1.1,1,39.27,0.0689,93.46,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0143,0.1389,0.5068,0.2671,0.1602,0.0268
ORD-2024-1944,2024-01-20,2024-01-23,Consumer,Electronics,1,257.47,222.56,3.2,1,1132.1,WH-South,Central,Same-Day Courier,Delayed,2.0,3,2.2,1,222.56,0.1966,353.78,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.1065,0.9533,0.2443,0.5799,0.9545,0.0883
ORD-2024-1065,2024-06-11,2024-06-12,Corporate,Industrial Machinery,1,1237.45,32.24,5.2,5,383.5,WH-East,South,Standard Delivery,Delivered,4.0,1,0.2,1,32.24,0.0841,73.75,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0.5654,0.1077,0.4253,0.1632,0.1297,0.0341
ORD-2024-1413,2024-05-06,2024-05-07,Corporate,Office Supplies,2,68.29,47.23,5.5,5,771.4,WH-South,Central,Standard Delivery,Delivered,3.0,1,0.5,1,23.62,0.0612,140.25,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0127,0.0179,0.1743,0.4525,0.3791,0.0923,0.0231
ORD-2024-1778,2024-05-24,2024-05-25,Corporate,Electronics,2,574.09,51.88,8.8,7,520.0,WH-East,South,Standard Delivery,Delivered,4.0,1,1.8,1,25.94,0.0998,59.09,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0127,0.2548,0.195,0.7511,0.2392,0.1024,0.0417
ORD-2024-2107,2024-02-20,2024-02-22,Home Office,Electronics,1,309.06,69.7,5.7,5,1272.2,WH-Central,South,Standard Delivery,Delayed,1.0,2,0.7,1,69.7,0.0548,223.19,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,0.1307,0.2741,0.4706,0.6579,0.292,0.02
ORD-2024-1096,2024-02-26,2024-03-01,Corporate,Office Supplies,2,420.0,156.68,8.4,7,1886.88,WH-Central,South,Ground Freight,Delivered,4.0,4,1.4,1,78.34,0.083,224.63,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0127,0.1826,0.6606,0.7149,1.0,0.3295,0.0336
ORD-2024-1309,2024-04-11,2024-04-13,Consumer,Healthcare Supplies,5,518.67,49.6,5.2,7,294.4,WH-Central,West,Ground Freight,Delivered,5.0,2,-1.8,0,9.92,0.1685,56.62,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0506,0.2288,0.1848,0.4253,0.1137,0.033,0.0748
ORD-2024-2078,2024-04-02,2024-04-05,Consumer,Industrial Machinery,1,1100.84,206.3,4.4,2,1475.4,WH-South,West,Express Air,Delivered,5.0,3,2.4,1,206.3,0.1398,335.32,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.5014,0.8811,0.3529,0.771,0.884,0.061
ORD-2024-1626,2024-04-03,2024-04-06,Corporate,Industrial Machinery,2,2052.15,25.48,5.8,5,90.2,WH-South,West,Standard Delivery,Delivered,4.0,3,0.8,1,12.74,0.2825,15.55,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0127,0.9469,0.0777,0.4796,0.0,0.0452,0.1297
ORD-2024-1156,2024-05-22,2024-05-26,Corporate,Apparel,1,76.33,37.82,6.5,5,611.1,WH-East,West,Standard Delivery,Delivered,3.0,4,1.5,1,37.82,0.0619,94.02,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.0217,0.1325,0.543,0.2899,0.1539,0.0234
ORD-2024-1724,2024-01-31,2024-02-04,Corporate,Electronics,1,243.48,36.4,4.1,5,409.5,WH-East,North,Standard Delivery,Delivered,4.0,4,-0.9,0,36.4,0.0889,99.88,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.1,0.1262,0.3258,0.1777,0.1477,0.0364
ORD-2024-1609,2024-06-27,2024-06-28,Corporate,Apparel,1,77.71,42.12,7.7,5,724.1,WH-North,East,Standard Delivery,Delivered,3.0,1,2.7,1,42.12,0.0582,94.04,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0,0.0224,0.1516,0.6516,0.3528,0.1725,0.0216
ORD-2024-2132,2024-01-12,2024-01-15,Consumer,Healthcare Supplies,1,112.0,133.91,4.1,2,801.3,WH-West,East,Express Air,Delayed,1.0,3,2.1,1,133.91,0.1671,195.44,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0384,0.5594,0.3258,0.3958,0.5703,0.0741
ORD-2024-1503,2024-06-03,2024-06-07,Home Office,Electronics,8,1915.04,63.0,4.5,5,577.8,WH-East,East,Standard Delivery,Delivered,4.0,4,-0.5,0,7.88,0.109,128.4,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0886,0.8827,0.2444,0.362,0.2714,0.0241,0.0461
ORD-2024-2063,2024-04-14,2024-04-17,Consumer,Apparel,1,60.44,190.45,3.5,2,1350.0,WH-East,South,Express Air,Delivered,5.0,3,1.5,1,190.45,0.1411,385.71,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0143,0.8106,0.2715,0.7012,0.8153,0.0616
ORD-2024-2050,2024-03-29,2024-04-02,Home Office,Apparel,2,133.61,196.23,2.8,2,1397.9,WH-North,West,Express Air,Delivered,3.0,4,0.8,1,98.12,0.1404,499.25,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0127,0.0485,0.8363,0.2081,0.7278,0.4152,0.0613
ORD-2024-1380,2024-01-29,2024-01-31,Consumer,Apparel,1,67.93,53.3,5.6,5,751.5,WH-South,South,Standard Delivery,Delivered,4.0,2,0.6,1,53.3,0.0709,134.2,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.0178,0.2013,0.4615,0.3681,0.221,0.0278
ORD-2024-1933,2024-01-19,2024-01-23,Corporate,Office Supplies,2,71.19,192.15,2.0,1,883.1,WH-South,South,Same-Day Courier,Delivered,4.0,4,1.0,1,96.08,0.2176,441.55,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0127,0.0193,0.8182,0.1357,0.4413,0.4064,0.0985
ORD-2024-1535,2024-06-17,2024-06-20,Small Business,Apparel,1,80.08,59.95,4.2,5,905.0,WH-East,South,Standard Delivery,Delivered,5.0,3,-0.8,0,59.95,0.0662,215.48,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0235,0.2308,0.3348,0.4535,0.2498,0.0255
ORD-2024-1282,2024-01-23,2024-01-25,Consumer,Apparel,1,69.55,43.85,4.2,5,611.7,WH-North,Central,Standard Delivery,Delivered,5.0,2,-0.8,0,43.85,0.0717,145.64,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.0185,0.1593,0.3348,0.2903,0.18,0.0281
ORD-2024-2217,2024-02-07,2024-02-10,Corporate,Electronics,2,533.49,41.37,5.4,5,472.8,WH-West,North,Standard Delivery,Delivered,3.0,3,0.4,1,20.68,0.0875,87.56,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0127,0.2358,0.1483,0.4434,0.2129,0.0796,0.0358
ORD-2024-1409,2024-03-01,2024-03-04,Consumer,Office Supplies,4,159.3,134.75,4.0,2,710.3,WH-East,South,Express Air,Delivered,4.0,3,2.0,1,33.69,0.1897,177.58,1,0,0,0,1,0,0,0,0,0,0,1,0,0.038,0.0606,0.5632,0.3167,0.3451,0.136,0.085
ORD-2024-2054,2024-04-25,2024-04-29,Small Business,Healthcare Supplies,2,224.03,50.0,7.8,7,469.6,WH-West,North,Ground Freight,Delivered,4.0,4,0.8,1,25.0,0.1065,60.21,0,1,0,0,0,0,0,1,0,0,1,0,0,0.0127,0.0909,0.1866,0.6606,0.2112,0.0983,0.0449
ORD-2024-2068,2024-04-20,2024-04-23,Consumer,Office Supplies,1,38.49,35.37,6.2,5,534.2,WH-Central,West,Standard Delivery,Delivered,3.0,3,1.2,1,35.37,0.0662,86.16,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.004,0.1216,0.5158,0.2471,0.1433,0.0255
ORD-2024-1584,2024-05-28,2024-06-01,Corporate,Apparel,2,148.92,37.81,4.0,5,555.8,WH-South,West,Standard Delivery,Delivered,4.0,4,-1.0,0,18.9,0.068,138.95,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0127,0.0557,0.1324,0.3167,0.2591,0.0719,0.0264
ORD-2024-1573,2024-04-03,2024-04-06,Corporate,Apparel,5,319.19,111.03,1.5,2,419.3,WH-East,South,Express Air,Delivered,5.0,3,-0.5,0,22.21,0.2648,279.53,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0506,0.1354,0.4578,0.0905,0.1832,0.0862,0.1212
ORD-2024-1925,2024-02-23,2024-02-24,Consumer,Apparel,10,603.38,204.23,2.2,2,1026.3,WH-Central,East,Express Air,Delivered,4.0,1,0.2,1,20.42,0.199,466.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0.1139,0.2685,0.8719,0.1538,0.521,0.0785,0.0895
ORD-2024-1178,2024-03-29,2024-03-31,Small Business,Industrial Machinery,1,1031.5,233.07,1.0,2,357.8,WH-West,North,Express Air,Delivered,4.0,2,-1.0,0,233.07,0.6514,357.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.469,1.0,0.0452,0.1489,1.0,0.3075
ORD-2024-1993,2024-04-05,2024-04-09,Corporate,Healthcare Supplies,1,136.55,50.69,4.8,5,727.5,WH-Central,Central,Standard Delivery,Delivered,5.0,4,-0.2,0,50.69,0.0697,151.56,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0499,0.1897,0.3891,0.3547,0.2097,0.0272
ORD-2024-1967,2024-01-04,2024-01-07,Consumer,Electronics,3,691.11,53.64,5.8,5,696.4,WH-Central,West,Standard Delivery,Delivered,5.0,3,0.8,1,17.88,0.077,120.07,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0253,0.3096,0.2028,0.4796,0.3374,0.0675,0.0307
ORD-2024-1286,2024-04-27,2024-04-28,Corporate,Electronics,3,848.36,224.94,1.0,1,1033.0,WH-Central,Central,Same-Day Courier,Delivered,5.0,1,0.0,0,74.98,0.2178,1033.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0253,0.3832,0.9639,0.0452,0.5247,0.3149,0.0986
ORD-2024-1390,2024-04-11,2024-04-12,Small Business,Office Supplies,1,35.73,56.02,7.8,5,869.4,WH-South,South,Standard Delivery,Delivered,4.0,1,2.8,1,56.02,0.0644,111.46,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0027,0.2134,0.6606,0.4337,0.2328,0.0246
ORD-2024-1864,2024-06-27,2024-07-01,Consumer,Industrial Machinery,5,2165.61,108.78,3.7,2,399.4,WH-North,Central,Express Air,Delayed,1.0,4,1.7,1,21.76,0.2724,107.95,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0506,1.0,0.4478,0.2896,0.1721,0.0843,0.1249
ORD-2024-1088,2024-03-25,2024-03-26,Home Office,Electronics,5,1449.86,96.78,1.4,2,362.3,WH-Central,North,Express Air,Delivered,5.0,1,-0.6,0,19.36,0.2671,258.79,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0506,0.6649,0.3945,0.0814,0.1514,0.0739,0.1223
ORD-2024-1807,2024-05-01,2024-05-03,Small Business,Office Supplies,3,122.73,198.93,1.5,1,839.1,WH-West,North,Same-Day Courier,Delivered,4.0,2,0.5,1,66.31,0.2371,559.4,0,0,1,0,0,0,0,1,0,0,1,0,0,0.0253,0.0434,0.8483,0.0905,0.4168,0.2773,0.1079
ORD-2024-2005,2024-05-04,2024-05-07,Corporate,Industrial Machinery,3,2165.61,95.71,1.0,1,233.5,WH-Central,East,Same-Day Courier,Delivered,4.0,3,0.0,0,31.9,0.4099,233.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0253,1.0,0.3897,0.0452,0.0798,0.1282,0.1912
ORD-2024-1899,2024-06-16,2024-06-18,Consumer,Apparel,2,133.12,84.53,2.9,2,396.2,WH-North,East,Express Air,Delivered,5.0,2,0.9,1,42.26,0.2134,136.62,1,0,0,0,1,0,0,0,0,1,0,0,0,0.0127,0.0483,0.34,0.2172,0.1703,0.1731,0.0964
ORD-2024-1490,2024-06-25,2024-06-27,Corporate,Apparel,2,146.0,49.31,4.8,5,725.4,WH-West,North,Standard Delivery,Delivered,5.0,2,-0.2,0,24.66,0.068,151.12,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0127,0.0543,0.1835,0.3891,0.3535,0.0969,0.0264
ORD-2024-2042,2024-02-15,2024-02-19,Consumer,Electronics,4,857.34,47.43,6.6,5,667.5,WH-North,North,Standard Delivery,Delivered,5.0,4,1.6,1,11.86,0.0711,101.14,0,0,0,1,1,0,0,0,0,0,1,0,0,0.038,0.3874,0.1752,0.552,0.3213,0.0414,0.0279
ORD-2024-2127,2024-05-25,2024-05-28,Consumer,Apparel,3,181.42,71.11,8.7,5,1320.0,WH-West,Central,Standard Delivery,Returned,1.0,3,3.7,1,23.7,0.0539,151.72,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0253,0.0709,0.2804,0.7421,0.6845,0.0927,0.0196
ORD-2024-1290,2024-04-22,2024-04-24,Consumer,Apparel,1,70.68,27.11,6.3,5,291.2,WH-Central,West,Standard Delivery,Delayed,2.0,2,1.3,1,27.11,0.0931,46.22,0,0,0,1,1,0,0,0,0,0,0,0,1,0.0,0.0191,0.0849,0.5249,0.1119,0.1075,0.0385
ORD-2024-1285,2024-05-14,2024-05-16,Consumer,Electronics,2,310.0,177.71,4.5,2,1260.7,WH-Central,North,Express Air,Delivered,4.0,2,2.5,1,88.86,0.141,280.16,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0127,0.1311,0.754,0.362,0.6515,0.3751,0.0615
ORD-2024-2207,2024-02-21,2024-02-25,Consumer,Industrial Machinery,1,1456.34,40.94,6.3,5,688.7,WH-East,South,Standard Delivery,Delayed,2.0,4,1.3,1,40.94,0.0594,109.32,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.6679,0.1464,0.5249,0.3331,0.1674,0.0222
ORD-2024-2112,2024-04-18,2024-04-21,Consumer,Electronics,1,286.44,117.96,3.0,1,455.3,WH-North,South,Standard Delivery,Delivered,4.0,3,2.0,1,117.96,0.2591,151.77,0,0,0,1,1,0,0,0,0,0,0,1,0,0.0,0.1201,0.4886,0.2262,0.2032,0.5012,0.1185
ORD-2024-1266,2024-02-08,2024-02-10,Corporate,Industrial Machinery,2,2165.61,54.58,5.7,5,954.1,WH-Central,East,Standard Delivery,Delivered,5.0,2,0.7,1,27.29,0.0572,167.39,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0127,1.0,0.207,0.4706,0.4808,0.1083,0.0212
ORD-2024-1059,2024-02-15,2024-02-19,Consumer,Apparel,1,79.01,30.83,3.4,5,324.6,WH-North,East,Standard Delivery,Delivered,5.0,4,-1.6,0,30.83,0.095,95.47,0,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.023,0.1014,0.2624,0.1305,0.1236,0.0394
ORD-2024-2203,2024-01-10,2024-01-11,Consumer,Office Supplies,1,40.59,173.89,3.1,2,1147.1,WH-West,West,Express Air,Delivered,3.0,1,1.1,1,173.89,0.1516,370.03,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.005,0.7371,0.2353,0.5883,0.7435,0.0667
ORD-2024-1371,2024-01-31,2024-02-02,Consumer,Electronics,4,881.07,46.76,3.2,5,515.9,WH-East,Central,Standard Delivery,Delivered,3.0,2,-1.8,0,11.69,0.0906,161.22,0,0,0,1,1,0,0,0,1,0,0,0,0,0.038,0.3985,0.1722,0.2443,0.2369,0.0406,0.0373
ORD-2024-1787,2024-03-01,2024-03-03,Consumer,Electronics,3,689.38,88.15,10.7,7,960.4,WH-East,West,Ground Freight,Returned,1.0,2,3.7,1,29.38,0.0918,89.76,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0253,0.3088,0.3561,0.9231,0.4843,0.1173,0.0378
